8	0.25	0.543476
4	0.25	0.524407
2	0.25	0.516892
1	0.25	0.515175
0.5	0.25	0.512132
0.25	0.25	0.507212
0.1	0.25	0.503108
0.05	0.25	0.501537
0.025	0.25	0.500772
0.01	0.25	0.50031
0.005	0.25	0.500155
8	0.5	0.586274
4	0.5	0.548395
2	0.5	0.534591
1	0.5	0.530798
0.5	0.5	0.524303
0.25	0.5	0.514303
0.1	0.5	0.506144
0.05	0.5	0.503115
0.025	0.5	0.50159
0.01	0.5	0.500634
0.005	0.5	0.500305
8	1	0.698975
4	1	0.597533
2	1	0.570269
1	1	0.561413
0.5	1	0.548043
0.25	1	0.52893
0.1	1	0.51226
0.05	1	0.506202
0.025	1	0.503124
0.01	1	0.50125
0.005	1	0.500624
8	2	0.679611
4	2	0.691785
2	2	0.64206
1	2	0.623366
0.5	2	0.595483
0.25	2	0.557482
0.1	2	0.52447
0.05	2	0.512443
0.025	2	0.506223
0.01	2	0.502513
0.005	2	0.501264
4	4	0.905738
2	4	0.773505
1	4	0.738198
0.5	4	0.683789
0.25	4	0.614782
0.1	4	0.548784
0.05	4	0.525394
0.025	4	0.512306
0.01	4	0.504938
0.005	4	0.502459
4	6	0.976828
2	6	0.879852
1	6	0.834914
0.5	6	0.758415
0.25	6	0.668185
0.1	6	0.573285
0.05	6	0.536639
0.025	6	0.518918
0.01	6	0.507531
0.005	6	0.503744
4	8	0.986455
2	8	0.938927
1	8	0.90263
0.5	8	0.828976
0.25	8	0.716961
0.1	8	0.597455
0.05	8	0.55002
0.025	8	0.525244
0.01	8	0.509915
0.005	8	0.504978
4	10	0.993956
1	10	0.937593
0.5	10	0.879989
0.25	10	0.761173
0.1	10	0.620649
0.05	10	0.56227
0.025	10	0.530835
0.01	10	0.512562
0.005	10	0.506335
4	12	0.957869
2	12	0.98222
1	12	0.962796
0.5	12	0.914113
0.25	12	0.803582
0.1	12	0.643578
0.05	12	0.573088
0.025	12	0.537118
0.01	12	0.515095
0.005	12	0.507548
1	4	0.739255
